n_threads,n_matrix,iteration,checksym_time,transpose_time
1,32,62,4.9303e-05, 7.0567e-05
1,32,63,4.9075e-05, 7.0874e-05
1,32,64,4.9336e-05, 7.1126e-05
1,32,65,4.9486e-05, 7.0318e-05
1,32,66,4.9652e-05, 7.1825e-05
1,32,67,4.9643e-05, 7.0834e-05
1,32,68,4.9564e-05, 6.9945e-05
1,32,69,4.8884e-05, 7.1427e-05
1,32,70,4.8975e-05, 7.1224e-05
1,32,71,4.9315e-05, 7.0473e-05
1,32,72,5.8035e-05, 7.0145e-05
1,32,73,4.9093e-05, 7.0348e-05
1,32,74,4.8978e-05, 7.0308e-05
1,32,75,4.9235e-05, 6.9883e-05
1,32,76,4.9725e-05, 7.1258e-05
1,32,77,4.9041e-05, 7.0507e-05
1,32,78,4.9231e-05, 7.897e-05
1,32,79,4.9398e-05, 7.0066e-05
1,32,80,4.9378e-05, 7.0746e-05
1,32,81,4.9743e-05, 6.9733e-05
1,32,82,4.9578e-05, 7.1012e-05
1,32,83,4.9965e-05, 7.0658e-05
1,32,84,4.936e-05, 7.0881e-05
1,32,85,4.9174e-05, 7.0577e-05
1,32,86,4.9411e-05, 7.1825e-05
1,32,87,4.9655e-05, 7.2255e-05
1,32,88,4.9968e-05, 8.0766e-05
1,32,89,4.9484e-05, 7.0977e-05
1,32,90,4.9206e-05, 7.9876e-05
1,32,91,4.9301e-05, 7.083e-05
1,32,92,4.9447e-05, 7.1071e-05
1,32,93,4.9586e-05, 7.9442e-05
1,32,94,4.5284e-05, 7.2592e-05
1,32,95,4.962e-05, 7.0884e-05
1,32,96,5.9895e-05, 7.0603e-05
1,32,97,4.5742e-05, 6.5308e-05
1,32,98,4.8826e-05, 7.0633e-05
1,32,99,5.9834e-05, 7.0634e-05
1,32,100,4.8928e-05, 7.2146e-05
2,32,1,0.000157552, 0.000116735
2,32,2,0.000191603, 0.00011894
2,32,3,0.000225399, 0.000130673
2,32,4,0.000215079, 0.000123798
2,32,5,0.000222367, 0.000126497
2,32,6,0.000250435, 0.000119328
2,32,7,0.000211705, 0.000139114
2,32,8,0.000152896, 0.000124973
2,32,9,0.000242497, 0.000123276
2,32,10,0.000229317, 0.000119494
2,32,11,0.00020829, 0.000124866
2,32,12,0.000210264, 0.000135212
2,32,13,0.000158844, 0.0001123
2,32,14,0.000230207, 0.000110895
2,32,15,0.000209769, 0.000115649
2,32,16,0.000197032, 0.000122876
2,32,17,0.000210076, 0.000119848
2,32,18,0.000164682, 0.000117517
2,32,19,0.00022213, 0.000144405
2,32,20,0.000212932, 0.000137472
2,32,21,0.000161674, 0.000120708
2,32,22,0.000243036, 0.00013237
2,32,23,0.000244095, 0.000117212
2,32,24,0.000167594, 0.000129874
2,32,25,0.000225694, 0.000122914
2,32,26,0.000155412, 0.000118191
2,32,27,0.000215283, 0.000124129
2,32,28,0.0002226, 0.000122502
2,32,29,0.000161765, 0.000110654
2,32,30,0.000209292, 0.000130782
2,32,31,0.000211373, 0.000120071
2,32,32,0.000210041, 0.000129576
2,32,33,0.000188961, 0.000119729
2,32,34,0.000222972, 0.000123895
2,32,35,0.000223831, 0.000114925
2,32,36,0.000164694, 0.000119438
2,32,37,0.000163197, 0.000120437
2,32,38,0.000160504, 0.000118996
2,32,39,0.000240327, 0.000116111
2,32,40,0.000156488, 0.000121022
2,32,41,0.000237124, 0.000122745
2,32,42,0.000228798, 0.00011409
2,32,43,0.000154526, 0.000141361
2,32,44,0.000217826, 0.000121816
2,32,45,0.000153334, 0.000117959
2,32,46,0.000220534, 0.000123919
2,32,47,0.000214746, 0.000118652
2,32,48,0.000212439, 0.00010986
2,32,49,0.000156516, 0.000146208
2,32,50,0.000161156, 0.000121353
2,32,51,0.000212819, 0.000131456
2,32,52,0.000230236, 0.00011747
2,32,53,0.000157853, 0.000119136
2,32,54,0.000210931, 0.000109553
2,32,55,0.000171614, 0.000138074
2,32,56,0.000174564, 0.000148043
2,32,57,0.000246663, 0.000119435
2,32,58,0.000213353, 0.000115559
2,32,59,0.000214443, 0.000117885
2,32,60,0.000224134, 0.000131098
2,32,61,0.000209231, 0.000127945
2,32,62,0.000213434, 0.000114479
2,32,63,0.000232355, 0.000115469
2,32,64,0.000220427, 0.000127762
2,32,65,0.000217853, 0.000121433
2,32,66,0.000210164, 0.000134741
2,32,67,0.000208988, 0.000122239
2,32,68,0.000157507, 0.000121958
2,32,69,0.000212786, 0.00010945
2,32,70,0.000215021, 0.000119446
2,32,71,0.00022582, 0.000118328
2,32,72,0.000212187, 0.000133233
2,32,73,0.000214609, 0.0001115
2,32,74,0.000203627, 0.000122402
2,32,75,0.000156606, 0.000107228
2,32,76,0.000209394, 0.000124749
2,32,77,0.000264198, 0.000122522
2,32,78,0.000162619, 0.000113255
2,32,79,0.00015861, 0.000136273
2,32,80,0.000247426, 0.000122843
2,32,81,0.000224168, 0.000120194
2,32,82,0.00021009, 0.00012421
2,32,83,0.000163771, 0.000121918
2,32,84,0.000173252, 0.000119751
2,32,85,0.000190733, 0.000116897
2,32,86,0.00015702, 0.000120101
2,32,87,0.00016165, 0.000119694
2,32,88,0.000157708, 0.000120598
2,32,89,0.000144894, 0.000120198
2,32,90,0.000277214, 0.000136083
2,32,91,0.000267731, 0.000118112
2,32,92,0.00022458, 0.000117916
2,32,93,0.000212171, 0.000119212
2,32,94,0.000221923, 0.000124683
2,32,95,0.000159137, 0.000134003
2,32,96,0.000164172, 0.000125041
2,32,97,0.00020846, 0.000130582
2,32,98,0.000160744, 0.000111153
2,32,99,0.000236767, 0.000115447
2,32,100,0.000210789, 0.000122091
4,32,1,0.000318241, 0.000136303
4,32,2,0.000263304, 0.000107609
4,32,3,0.000307868, 0.000105802
4,32,4,0.000260993, 0.000118341
4,32,5,0.000255442, 0.000111178
4,32,6,0.000309467, 0.00011129
4,32,7,0.000259476, 9.372e-05
4,32,8,0.000267627, 0.000104777
4,32,9,0.000305735, 0.000111772
4,32,10,0.000307034, 0.000143161
4,32,11,0.000305833, 0.000112316
4,32,12,0.000313024, 0.000107534
4,32,13,0.000263655, 0.000124524
4,32,14,0.000323588, 9.9255e-05
4,32,15,0.000260527, 0.0001017
4,32,16,0.000270871, 0.000102839
4,32,17,0.000261684, 0.000100425
4,32,18,0.000270785, 0.000121045
4,32,19,0.000264067, 0.000125182
4,32,20,0.000303913, 0.000135792
4,32,21,0.000303051, 0.00011817
4,32,22,0.000307658, 0.000104872
4,32,23,0.000287234, 0.000118466
4,32,24,0.000301605, 9.9097e-05
4,32,25,0.00031322, 0.000139237
4,32,26,0.000302897, 0.000118325
4,32,27,0.000344098, 0.000127091
4,32,28,0.000308191, 0.000110031
4,32,29,0.000308688, 9.5575e-05
4,32,30,0.000305302, 0.000146861
4,32,31,0.000313194, 0.000108451
4,32,32,0.000310195, 0.000106506
4,32,33,0.000317232, 9.7172e-05
4,32,34,0.000306643, 0.000112527
4,32,35,0.000318104, 0.000114384
4,32,36,0.00032929, 0.000100596
4,32,37,0.000304653, 0.000125919
4,32,38,0.000706521, 0.00010999
4,32,39,0.000326046, 9.171e-05
4,32,40,0.000324417, 0.000100342
4,32,41,0.000326063, 0.000136106
4,32,42,0.000313836, 9.8813e-05
4,32,43,0.00031181, 0.000112708
4,32,44,0.000312625, 0.000113803
4,32,45,0.000312298, 0.000104709
4,32,46,0.000304466, 0.000119886
4,32,47,0.000321355, 0.000112574
4,32,48,0.000349331, 0.000123845
4,32,49,0.000316502, 0.000136407
4,32,50,0.000308686, 0.000101778
4,32,51,0.000330713, 0.000136307
4,32,52,0.000310528, 0.000119208
4,32,53,0.00031318, 0.000132234
4,32,54,0.000304267, 0.00016531
4,32,55,0.000308312, 0.000120701
4,32,56,0.000331959, 0.000126503
4,32,57,0.000307915, 0.000124357
4,32,58,0.00032878, 0.00011702
4,32,59,0.000321124, 0.000118044
4,32,60,0.000294478, 0.00011632
4,32,61,0.000323438, 0.000113714
4,32,62,0.00031965, 0.000126997
4,32,63,0.000327987, 0.000115412
4,32,64,0.000267504, 0.000107481
4,32,65,0.000308954, 0.000152596
4,32,66,0.000311356, 0.000104283
4,32,67,0.000322556, 9.8945e-05
4,32,68,0.000325479, 0.000107043
4,32,69,0.000319933, 0.00011268
4,32,70,0.000344468, 0.000107552
4,32,71,0.000309341, 0.000110607
4,32,72,0.000321325, 0.000109117
4,32,73,0.000314069, 9.6435e-05
4,32,74,0.00030762, 9.9002e-05
4,32,75,0.000267607, 0.000103683
4,32,76,0.000297839, 0.000108631
4,32,77,0.000332487, 0.000117477
4,32,78,0.000312289, 0.000119619
4,32,79,0.000268964, 0.000124827
4,32,80,0.000311786, 0.000146986
4,32,81,0.000308165, 0.000104263
4,32,82,0.000294168, 9.879e-05
4,32,83,0.000307988, 0.000172673
4,32,84,0.000307998, 0.000138733
4,32,85,0.000313024, 0.000100688
4,32,86,0.000361455, 0.000119542
4,32,87,0.000312001, 0.000102577
4,32,88,0.000269223, 0.000103643
4,32,89,0.000276142, 0.000115642
4,32,90,0.000277217, 0.000110571
4,32,91,0.000343621, 0.000125154
4,32,92,0.000341024, 0.000110583
4,32,93,0.000321103, 0.000138696
4,32,94,0.000312534, 0.00012421
4,32,95,0.000318707, 0.000106405
4,32,96,0.000309954, 0.000148652
4,32,97,0.000309368, 0.000111342
4,32,98,0.000351345, 0.000184854
4,32,99,0.000305666, 0.000105489
4,32,100,0.000319082, 0.000119754
8,32,1,0.000453163, 0.000113635
8,32,2,0.000450044, 9.8227e-05
8,32,3,0.000444933, 0.000100933
8,32,4,0.000477436, 0.000125911
8,32,5,0.000441816, 9.9656e-05
8,32,6,0.000487084, 9.3813e-05
8,32,7,0.000459969, 0.000104233
8,32,8,0.000483795, 0.000108703
8,32,9,0.000456001, 9.8582e-05
8,32,10,0.000449318, 9.4785e-05
8,32,11,0.000500553, 0.000108133
8,32,12,0.000446161, 0.000118063
8,32,13,0.000477951, 0.000109863
8,32,14,0.000465596, 0.000119827
8,32,15,0.000462194, 0.000108011
8,32,16,0.000472871, 0.000118157
8,32,17,0.000456604, 9.6803e-05
8,32,18,0.000461911, 0.000107189
8,32,19,0.00046765, 0.000120518
8,32,20,0.000446934, 0.000101338
8,32,21,0.00045065, 9.8416e-05
8,32,22,0.000456141, 0.000108182
8,32,23,0.000472409, 0.00012345
8,32,24,0.000442553, 0.000105298
8,32,25,0.000441355, 9.8422e-05
8,32,26,0.000438047, 0.000102353
8,32,27,0.000468211, 0.000119614
8,32,28,0.000474466, 0.000116446
8,32,29,0.000445721, 0.000126948
8,32,30,0.000379625, 0.000139675
8,32,31,0.000465288, 0.000100686
8,32,32,0.000443664, 0.000122509
8,32,33,0.000487409, 0.000111423
8,32,34,0.00045212, 0.000100952
8,32,35,0.00043475, 0.000131172
8,32,36,0.000450524, 9.7988e-05
8,32,37,0.000423753, 0.000116437
8,32,38,0.000447339, 0.000123341
8,32,39,0.000453412, 0.000130484
8,32,40,0.000465957, 0.000101334
8,32,41,0.000447016, 9.7057e-05
8,32,42,0.000448128, 0.000104953
8,32,43,0.000465906, 9.8476e-05
8,32,44,0.00047026, 9.3524e-05
8,32,45,0.00043292, 0.000104121
8,32,46,0.000450559, 8.7985e-05
8,32,47,0.000452646, 0.000106564
8,32,48,0.000447629, 0.000106505
8,32,49,0.000455365, 0.000118659
8,32,50,0.000461396, 9.7263e-05
8,32,51,0.000396022, 0.000121064
8,32,52,0.000404359, 0.000123321
8,32,53,0.000447938, 0.000102228
8,32,54,0.000450028, 9.2296e-05
8,32,55,0.000444843, 0.000125881
8,32,56,0.000466132, 0.000132801
8,32,57,0.00043908, 0.000132503
8,32,58,0.000445625, 9.4002e-05
8,32,59,0.00048072, 0.000127752
8,32,60,0.000453304, 0.000148881
8,32,61,0.000453349, 0.000116525
8,32,62,0.000431663, 0.000118624
8,32,63,0.000478092, 0.000121804
8,32,64,0.000450367, 0.000114738
8,32,65,0.000451641, 8.9046e-05
8,32,66,0.000441509, 0.000101062
8,32,67,0.000462416, 9.322e-05
8,32,68,0.000475061, 0.000115022
8,32,69,0.000427408, 0.000140188
8,32,70,0.00044479, 0.000106813
8,32,71,0.000464848, 0.00010483
8,32,72,0.000469206, 0.000108992
8,32,73,0.000461556, 0.000102415
8,32,74,0.000460384, 0.000103435
8,32,75,0.00043826, 9.0021e-05
8,32,76,0.00045274, 0.000112388
8,32,77,0.000516917, 0.00012351
8,32,78,0.00044855, 0.000104051
8,32,79,0.000454083, 0.000118157
8,32,80,0.00047635, 0.000102317
8,32,81,0.000454069, 0.00011793
8,32,82,0.000453889, 9.961e-05
8,32,83,0.000442055, 0.000100761
8,32,84,0.000451497, 0.000110271
8,32,85,0.00048589, 0.000104107
8,32,86,0.000449685, 0.000116018
8,32,87,0.000461042, 0.000122455
8,32,88,0.000468853, 0.000104826
8,32,89,0.000461364, 0.000132559
8,32,90,0.000469329, 0.000133601
8,32,91,0.00045704, 9.8361e-05
8,32,92,0.000477508, 0.000130808
8,32,93,0.000467204, 0.000125476
8,32,94,0.000462421, 9.5271e-05
8,32,95,0.000474221, 0.000103004
8,32,96,0.000449673, 9.6721e-05
8,32,97,0.000449613, 0.000105884
8,32,98,0.000463091, 0.000120581
8,32,99,0.000472625, 9.1293e-05
8,32,100,0.000447429, 0.000106254
16,32,1,0.000732887, 8.5714e-05
16,32,2,0.000788345, 8.692e-05
16,32,3,0.000751249, 0.000122331
16,32,4,0.000784592, 8.135e-05
16,32,5,0.000778421, 9.9505e-05
16,32,6,0.00070942, 8.8295e-05
16,32,7,0.000756654, 9.0472e-05
16,32,8,0.000763527, 9.318e-05
16,32,9,0.000799455, 9.605e-05
16,32,10,0.000778587, 9.7614e-05
16,32,11,0.000768113, 9.8948e-05
16,32,12,0.000774439, 8.1836e-05
16,32,13,0.000767944, 9.4962e-05
16,32,14,0.000819459, 0.000101054
16,32,15,0.000851288, 9.282e-05
16,32,16,0.00113334, 0.000113927
16,32,17,0.000762217, 0.000120631
16,32,18,0.000785994, 0.000113045
16,32,19,0.000772048, 0.000158164
16,32,20,0.000808527, 8.7618e-05
16,32,21,0.000748451, 0.000113999
16,32,22,0.000787408, 0.000139614
16,32,23,0.000774257, 9.013e-05
16,32,24,0.00105063, 9.6939e-05
16,32,25,0.000758797, 0.000126444
16,32,26,0.000769732, 0.000108146
16,32,27,0.000736194, 9.6434e-05
16,32,28,0.000804768, 9.5244e-05
16,32,29,0.000727566, 0.00012898
16,32,30,0.000801755, 0.000148901
16,32,31,0.000781399, 0.000117948
16,32,32,0.000765937, 9.482e-05
16,32,33,0.000836012, 0.000124221
16,32,34,0.00077389, 0.000104089
16,32,35,0.000787521, 9.6542e-05
16,32,36,0.000749974, 0.000133776
16,32,37,0.000793495, 0.00010397
16,32,38,0.000795294, 8.1889e-05
16,32,39,0.000779645, 9.2094e-05
16,32,40,0.000751777, 9.4664e-05
16,32,41,0.000782011, 0.000112217
16,32,42,0.000748585, 0.000125109
16,32,43,0.000738811, 0.000116525
16,32,44,0.000802086, 0.000111022
16,32,45,0.0007601, 0.000111799
16,32,46,0.000742182, 8.629e-05
16,32,47,0.000686066, 8.778e-05
16,32,48,0.000775579, 9.025e-05
16,32,49,0.000754559, 9.9322e-05
16,32,50,0.00074577, 0.000131562
16,32,51,0.000740707, 0.00011593
16,32,52,0.00075234, 0.0001392
16,32,53,0.000761094, 0.000130016
16,32,54,0.00082356, 0.000107785
16,32,55,0.000788925, 0.000109022
16,32,56,0.000770135, 0.000114964
16,32,57,0.000798844, 8.9982e-05
16,32,58,0.000796612, 9.7488e-05
16,32,59,0.000762663, 8.5129e-05
16,32,60,0.000760435, 9.056e-05
16,32,61,0.000753855, 8.2712e-05
16,32,62,0.000783627, 0.000106925
16,32,63,0.000780799, 0.000115454
16,32,64,0.000779349, 9.2228e-05
16,32,65,0.000751964, 0.0001438
16,32,66,0.000770211, 0.000117701
16,32,67,0.000845282, 8.6227e-05
16,32,68,0.000761708, 0.000134113
16,32,69,0.000785274, 0.000102521
16,32,70,0.000734099, 0.000139742
16,32,71,0.000754806, 9.7733e-05
16,32,72,0.000808035, 0.00011918
16,32,73,0.000762039, 0.000109415
16,32,74,0.000809317, 0.000117807
16,32,75,0.000799512, 0.000117105
16,32,76,0.000779327, 9.2124e-05
16,32,77,0.000717997, 8.7605e-05
16,32,78,0.000835172, 9.2283e-05
16,32,79,0.000764785, 0.000126869
16,32,80,0.000777745, 9.6625e-05
16,32,81,0.000793255, 0.00012005
16,32,82,0.000755211, 9.9963e-05
16,32,83,0.000779864, 9.8272e-05
16,32,84,0.000759294, 8.9078e-05
16,32,85,0.000723786, 0.000133945
16,32,86,0.00106268, 8.7451e-05
16,32,87,0.000768164, 9.2844e-05
16,32,88,0.000780414, 9.3979e-05
16,32,89,0.00104579, 0.000110249
16,32,90,0.00103872, 0.000105923
16,32,91,0.000717353, 0.000100915
16,32,92,0.0010701, 0.000128345
16,32,93,0.000773549, 9.8169e-05
16,32,94,0.000814529, 0.000105222
16,32,95,0.000738128, 8.3852e-05
16,32,96,0.000761288, 8.9405e-05
16,32,97,0.000667003, 9.7927e-05
16,32,98,0.00072289, 0.000121467
16,32,99,0.000772029, 0.000115981
16,32,100,0.000813957, 9.2407e-05
32,32,1,0.00142628, 0.000151939
32,32,2,0.00151262, 0.000226752
32,32,3,0.00144045, 9.8819e-05
32,32,4,0.00139394, 0.000111634
32,32,5,0.00139642, 8.5522e-05
32,32,6,0.00139339, 0.000163506
32,32,7,0.00147911, 0.000103257
32,32,8,0.00144043, 0.000107191
32,32,9,0.00148734, 0.00011765
32,32,10,0.00138906, 0.000175796
32,32,11,0.00143857, 0.000122391
32,32,12,0.00139767, 0.000111551
32,32,13,0.00141657, 0.000176233
32,32,14,0.00134021, 9.9005e-05
32,32,15,0.00141258, 0.000155258
32,32,16,0.00120978, 0.000109369
32,32,17,0.00145314, 0.000152868
32,32,18,0.00126777, 0.000152447
32,32,19,0.00140066, 0.000103049
32,32,20,0.00139073, 0.000105309
32,32,21,0.0014345, 0.000153011
32,32,22,0.00124643, 0.000145596
32,32,23,0.00141271, 0.000189627
32,32,24,0.00127255, 0.00011975
32,32,25,0.00142206, 0.000165127
32,32,26,0.0013862, 0.000110289
32,32,27,0.00142208, 0.000227376
32,32,28,0.00142339, 9.0848e-05
32,32,29,0.00144505, 0.000111009
32,32,30,0.00139455, 0.000177615
32,32,31,0.00142755, 0.000152298
32,32,32,0.00136235, 0.000127155
32,32,33,0.00145204, 0.000119151
32,32,34,0.0013008, 0.000203664
32,32,35,0.00151178, 0.000122261
32,32,36,0.00145304, 0.000106736
32,32,37,0.00144588, 9.9425e-05
32,32,38,0.00123885, 0.000112944
32,32,39,0.00144529, 0.000140315
32,32,40,0.00141489, 0.000114202
32,32,41,0.00143002, 0.000116815
32,32,42,0.00137311, 0.000139853
32,32,43,0.00145856, 0.000114066
32,32,44,0.00140186, 9.5746e-05
32,32,45,0.00139087, 0.000111418
32,32,46,0.00141644, 0.0001473
32,32,47,0.00146953, 0.0001213
32,32,48,0.00140499, 0.000122819
32,32,49,0.0014836, 0.000127683
32,32,50,0.00144695, 0.000196854
32,32,51,0.00136375, 0.000120382
32,32,52,0.00138184, 0.000122313
32,32,53,0.00141023, 0.000241918
32,32,54,0.00145352, 9.8342e-05
32,32,55,0.00153755, 0.000146605
32,32,56,0.00138974, 0.000206407
32,32,57,0.00140176, 0.000207574
32,32,58,0.00138427, 0.000107631
32,32,59,0.00143367, 0.000106565
32,32,60,0.00140241, 0.000100332
32,32,61,0.0014292, 0.000217862
32,32,62,0.00139592, 0.000107965
32,32,63,0.00119313, 0.000142546
32,32,64,0.00138501, 0.000123517
32,32,65,0.00134059, 0.000108285
32,32,66,0.0014942, 0.000167641
32,32,67,0.00144433, 0.000110285
32,32,68,0.00143088, 9.8604e-05
32,32,69,0.00140741, 0.000155104
32,32,70,0.00142921, 0.000101557
32,32,71,0.00118262, 7.9112e-05
32,32,72,0.00136803, 0.000142835
32,32,73,0.00147588, 0.000149183
32,32,74,0.00138366, 0.000108297
32,32,75,0.0014005, 0.000106765
32,32,76,0.0013802, 0.000123282
32,32,77,0.00138604, 0.00010547
32,32,78,0.00143682, 0.000146693
32,32,79,0.00148721, 0.000119316
32,32,80,0.00141384, 0.000124599
32,32,81,0.00140116, 0.000108359
32,32,82,0.00143081, 9.6943e-05
32,32,83,0.00154143, 0.000119799
32,32,84,0.00130519, 0.000110385
32,32,85,0.00144058, 0.000177861
32,32,86,0.00140058, 0.000127266
32,32,87,0.00143437, 0.00017636
32,32,88,0.00139066, 0.000128266
32,32,89,0.00153934, 0.000150372
32,32,90,0.00134513, 9.3088e-05
32,32,91,0.00141425, 0.000108539
32,32,92,0.00126182, 0.000103189
32,32,93,0.00143915, 0.000171515
32,32,94,0.00143852, 0.000193583
32,32,95,0.00141115, 0.000199563
32,32,96,0.00139483, 0.000128196
32,32,97,0.00140961, 0.000144583
32,32,98,0.00140638, 0.000190185
32,32,99,0.00146131, 0.000112514
32,32,100,0.00150972, 0.000161525
1,64,1,8.0424e-05, 0.00017702
1,64,2,9.74e-05, 0.000195122
1,64,3,8.0766e-05, 0.000163707
1,64,4,9.7124e-05, 0.000195027
1,64,5,9.6114e-05, 0.000196195
1,64,6,9.6349e-05, 0.000210094
1,64,7,9.7337e-05, 0.000196154
1,64,8,8.7795e-05, 0.000178735
1,64,9,9.6253e-05, 0.000205692
1,64,10,9.653e-05, 0.00020873
1,64,11,9.6141e-05, 0.000213118
1,64,12,8.7119e-05, 0.000178673
1,64,13,9.5888e-05, 0.000205862
1,64,14,9.615e-05, 0.000204428
1,64,15,9.6647e-05, 0.000207483
1,64,16,9.6941e-05, 0.000220107
1,64,17,7.5014e-05, 0.00016245
1,64,18,9.6535e-05, 0.000203921
1,64,19,6.5458e-05, 0.000133814
1,64,20,9.6403e-05, 0.000218549
1,64,21,6.9788e-05, 0.000141917
1,64,22,9.6689e-05, 0.000205662
1,64,23,9.6781e-05, 0.000144793
1,64,24,9.5765e-05, 0.00019567
1,64,25,9.7341e-05, 0.000133338
1,64,26,9.6218e-05, 0.000196806
1,64,27,9.6761e-05, 0.000200776
1,64,28,9.7003e-05, 0.000210259
1,64,29,9.6695e-05, 0.000196632
1,64,30,9.6437e-05, 0.000196035
1,64,31,9.7458e-05, 0.000196352
1,64,32,8.1072e-05, 0.000165355
1,64,33,9.6047e-05, 0.000196626
1,64,34,7.5478e-05, 0.000155509
1,64,35,9.6711e-05, 0.000196949
1,64,36,6.8928e-05, 0.000143114
1,64,37,9.5877e-05, 0.000197153
1,64,38,0.000106595, 0.000210472
1,64,39,9.7283e-05, 0.000197387
1,64,40,0.000105493, 0.000195525
1,64,41,0.000104167, 0.000196216
1,64,42,9.639e-05, 0.000197308
1,64,43,9.6108e-05, 0.000196202
1,64,44,9.5214e-05, 0.000196883
1,64,45,9.7626e-05, 0.000196669
1,64,46,9.6883e-05, 0.000209037
1,64,47,9.6238e-05, 0.000196301
1,64,48,9.6221e-05, 0.000205841
1,64,49,9.6582e-05, 0.000197784
1,64,50,9.6723e-05, 0.000211209
1,64,51,9.5943e-05, 0.000196187
1,64,52,8.8663e-05, 0.000179214
1,64,53,9.598e-05, 0.000195465
1,64,54,8.0653e-05, 0.000166355
1,64,55,9.669e-05, 0.000205072
1,64,56,7.0395e-05, 0.00014334
1,64,57,9.677e-05, 0.000200805
1,64,58,6.5773e-05, 0.000145692
1,64,59,9.6078e-05, 0.000196142
1,64,60,9.69e-05, 0.00019733
1,64,61,9.6162e-05, 0.000195616
1,64,62,9.6729e-05, 0.000197377
1,64,63,9.6812e-05, 0.000196778
1,64,64,9.588e-05, 0.000209095
1,64,65,9.7847e-05, 0.000125882
1,64,66,9.8813e-05, 0.000196338
1,64,67,9.721e-05, 0.000196051
1,64,68,9.6318e-05, 0.000196482
1,64,69,9.6592e-05, 0.000202699
1,64,70,9.7274e-05, 0.00019707
1,64,71,0.000110205, 0.000197081
1,64,72,9.5611e-05, 0.000196791
1,64,73,9.6269e-05, 0.000196297
1,64,74,9.5979e-05, 0.000207472
1,64,75,9.7279e-05, 0.000196096
1,64,76,9.6318e-05, 0.000204067
1,64,77,9.5911e-05, 0.000197848
1,64,78,9.7085e-05, 0.000197987
1,64,79,9.6204e-05, 0.000209829
1,64,80,9.6559e-05, 0.000196657
1,64,81,9.6311e-05, 0.000211216
1,64,82,9.5307e-05, 0.000174867
1,64,83,9.6791e-05, 0.000208129
1,64,84,9.6404e-05, 0.000197284
1,64,85,9.601e-05, 0.000196796
1,64,86,9.8515e-05, 0.000196751
1,64,87,9.0081e-05, 0.000191129
1,64,88,9.6545e-05, 0.000195816
1,64,89,7.5063e-05, 0.000152293
1,64,90,9.6285e-05, 0.000198982
1,64,91,9.6429e-05, 0.000202019
1,64,92,9.5543e-05, 0.00021707
1,64,93,9.6128e-05, 0.00019586
1,64,94,7.5502e-05, 0.000152203
1,64,95,9.6765e-05, 0.000197133
1,64,96,8.0383e-05, 0.000182313
1,64,97,9.6116e-05, 0.000195708
1,64,98,7.4989e-05, 0.000153031
1,64,99,9.6709e-05, 0.000205839
1,64,100,7.561e-05, 0.00017212
2,64,1,0.00028496, 0.000243912
2,64,2,0.000271611, 0.000224326
2,64,3,0.000260735, 0.000219633
2,64,4,0.000201548, 0.000225607
2,64,5,0.00024088, 0.00023772
2,64,6,0.000210615, 0.000237313
2,64,7,0.000211726, 0.000260551
2,64,8,0.000210294, 0.000257176
2,64,9,0.00025892, 0.000235289
2,64,10,0.000256991, 0.000238071
2,64,11,0.000268985, 0.000267517
2,64,12,0.000254564, 0.000235137
2,64,13,0.000277078, 0.000196253
2,64,14,0.000210248, 0.000267455
2,64,15,0.000185204, 0.000225068
2,64,16,0.000207414, 0.00024155
2,64,17,0.000179226, 0.000238679
2,64,18,0.000207901, 0.000235343
2,64,19,0.000243172, 0.000225425
2,64,20,0.00026084, 0.000253969
2,64,21,0.000175631, 0.000218174
2,64,22,0.00027553, 0.000224278
2,64,23,0.000183995, 0.000221635
2,64,24,0.000218485, 0.000236958
2,64,25,0.000185374, 0.000232426
2,64,26,0.000205371, 0.000272631
2,64,27,0.000189701, 0.000226257
2,64,28,0.000260334, 0.000243195
2,64,29,0.000258017, 0.000262774
2,64,30,0.000276112, 0.00024034
2,64,31,0.000213371, 0.000235345
2,64,32,0.000257917, 0.000252033
2,64,33,0.000277982, 0.000201135
2,64,34,0.000321123, 0.000237756
2,64,35,0.000203334, 0.000229509
2,64,36,0.000200375, 0.000225597
2,64,37,0.000199919, 0.00023267
2,64,38,0.000259562, 0.000244867
2,64,39,0.000240093, 0.000218263
2,64,40,0.000261203, 0.00024213
2,64,41,0.000236123, 0.00022455
2,64,42,0.000256479, 0.000264388
2,64,43,0.000180467, 0.000220222
2,64,44,0.000226073, 0.00025196
2,64,45,0.000176543, 0.000227298
2,64,46,0.000208389, 0.000273519
2,64,47,0.000211307, 0.000271032
2,64,48,0.000235403, 0.000237126
2,64,49,0.000267577, 0.000242596
2,64,50,0.00022772, 0.000206689
2,64,51,0.000260745, 0.000232033
2,64,52,0.00025978, 0.000266781
2,64,53,0.000213117, 0.000239659
2,64,54,0.000165965, 0.000222581
2,64,55,0.000263248, 0.000245075
2,64,56,0.000236979, 0.000243622
2,64,57,0.000273397, 0.000244342
2,64,58,0.000237277, 0.000234854
2,64,59,0.000303624, 0.000250378
2,64,60,0.000244344, 0.00023921
2,64,61,0.000212206, 0.000246909
2,64,62,0.000188796, 0.000241388
2,64,63,0.000226053, 0.000246508
2,64,64,0.000238747, 0.000228437
2,64,65,0.000247471, 0.000232953
2,64,66,0.000187348, 0.000253295
2,64,67,0.000296341, 0.000255845
2,64,68,0.000242106, 0.000239951
2,64,69,0.000206228, 0.000232341
