n_matrix,iteration,checksym_time,transpose_time
2048,98,0.0491755,0.222615
2048,99,0.0507633,0.156206
2048,100,0.0510496,0.140405
4096,1,0.210502,0.587364
4096,2,0.186798,0.377409
4096,3,0.208131,0.414692
4096,4,0.21854,0.431357
4096,5,0.172494,0.501421
4096,6,0.205046,0.385819
4096,7,0.172503,0.325518
4096,8,0.21173,0.530971
4096,9,0.214706,0.459916
4096,10,0.223813,0.455371
4096,11,0.228138,0.570683
4096,12,0.223367,0.439881
4096,13,0.202743,0.392365
4096,14,0.203931,0.383297
4096,15,0.220975,0.424109
4096,16,0.217655,0.474644
4096,17,0.277679,0.443609
4096,18,0.240007,0.449377
4096,19,0.222324,0.499651
4096,20,0.199831,0.422747
4096,21,0.218095,0.450492
4096,22,0.205691,0.412393
4096,23,0.241776,0.456173
4096,24,0.224407,0.497332
4096,25,0.221622,0.43223
4096,26,0.223042,0.45654
4096,27,0.221113,0.439419
4096,28,0.219606,0.446939
4096,29,0.218507,0.53031
4096,30,0.223387,0.601627
4096,31,0.217881,0.56349
4096,32,0.207175,0.417786
4096,33,0.218817,0.474796
4096,34,0.201998,0.395858
4096,35,0.223445,0.54914
4096,36,0.210178,0.54434
4096,37,0.224679,0.552572
4096,38,0.224915,0.479981
4096,39,0.212722,0.524368
4096,40,0.277549,0.453396
4096,41,0.226918,0.628193
4096,42,0.222516,0.453979
4096,43,0.21193,0.418409
4096,44,0.228924,0.548179
4096,45,0.219107,0.436219
4096,46,0.226972,0.565484
4096,47,0.22616,0.562471
4096,48,0.218311,0.452316
4096,49,0.205609,0.403092
4096,50,0.194048,0.3759
4096,51,0.221976,0.44658
4096,52,0.20985,0.426813
4096,53,0.216899,0.433532
4096,54,0.224499,0.45884
4096,55,0.217878,0.526269
4096,56,0.21817,0.44754
4096,57,0.208454,0.421158
4096,58,0.22466,0.515497
4096,59,0.219278,0.439326
4096,60,0.231744,0.438146
4096,61,0.217899,0.433011
4096,62,0.219721,0.462802
4096,63,0.206334,0.404938
4096,64,0.2222,0.492416
4096,65,0.205392,0.423715
4096,66,0.219741,0.455056
4096,67,0.218712,0.53452
4096,68,0.221394,0.44143
4096,69,0.217748,0.500859
4096,70,0.220148,0.552509
4096,71,0.221205,0.518523
4096,72,0.219204,0.437069
4096,73,0.225722,0.566348
4096,74,0.218066,0.435451
4096,75,0.227605,0.453745
4096,76,0.221984,0.339654
4096,77,0.225759,0.340486
4096,78,0.180155,0.340379
4096,79,0.180859,0.341933
4096,80,0.180422,0.339819
4096,81,0.205645,0.328097
4096,82,0.22681,0.339411
4096,83,0.224441,0.342406
4096,84,0.219257,0.433902
4096,85,0.221391,0.443712
4096,86,0.216755,0.428423
4096,87,0.217144,0.443181
4096,88,0.217724,0.436407
4096,89,0.217981,0.450668
4096,90,0.225629,0.43352
4096,91,0.215477,0.433713
4096,92,0.228239,0.451783
4096,93,0.218414,0.449685
4096,94,0.216706,0.429659
4096,95,0.218055,0.43744
4096,96,0.229575,0.442897
4096,97,0.218475,0.447505
4096,98,0.222439,0.444435
4096,99,0.225921,0.433319
4096,100,0.177906,0.323418
