n_processes,n_matrix,iteration,checksym_time,transpose_time
2,32,77,0.00109577,7.51019e-05
2,32,78,0.000490189,8.29697e-05
2,32,79,0.00077033,7.55787e-05
2,32,80,0.000889301,7.82013e-05
2,32,81,0.000100374,7.72476e-05
2,32,82,9.10759e-05,9.41753e-05
2,32,83,0.00137448,5.62668e-05
2,32,84,0.000448465,5.34058e-05
2,32,85,9.03606e-05,8.9407e-05
2,32,86,8.36849e-05,7.51019e-05
2,32,87,0.000654221,4.98295e-05
2,32,88,0.000641584,4.72069e-05
2,32,89,9.03606e-05,9.53674e-05
2,32,90,7.96318e-05,7.31945e-05
2,32,91,8.41618e-05,8.79765e-05
2,32,92,0.000913143,4.52995e-05
2,32,93,0.000177383,7.1764e-05
2,32,94,0.000653028,7.89165e-05
2,32,95,7.22408e-05,7.72476e-05
2,32,96,0.000197887,8.7738e-05
2,32,97,0.000468731,5.24521e-05
2,32,98,7.39098e-05,6.8903e-05
2,32,99,7.72476e-05,7.79629e-05
2,32,100,8.98838e-05,8.9407e-05
4,32,1,0.000140905,8.39233e-05
4,32,2,0.000132799,6.96182e-05
4,32,3,0.00159812,0.000102758
4,32,4,0.000511408,8.27312e-05
4,32,5,0.00146389,7.77245e-05
4,32,6,0.00042057,4.91142e-05
4,32,7,0.000894785,6.07967e-05
4,32,8,0.001755,5.48363e-05
4,32,9,0.000739098,5.74589e-05
4,32,10,0.000123501,6.74725e-05
4,32,11,0.000109911,0.000112295
4,32,12,0.00138879,5.67436e-05
4,32,13,0.00156116,6.41346e-05
4,32,14,0.000766039,5.19753e-05
4,32,15,0.000488281,9.48906e-05
4,32,16,0.000263691,5.50747e-05
4,32,17,0.00109982,5.74589e-05
4,32,18,0.00026679,8.4877e-05
4,32,19,0.00219369,6.8903e-05
4,32,20,0.00020647,8.51154e-05
4,32,21,0.000102997,6.58035e-05
4,32,22,0.000125408,5.79357e-05
4,32,23,0.000124454,7.36713e-05
4,32,24,0.000942945,6.17504e-05
4,32,25,9.48906e-05,8.44002e-05
4,32,26,0.000122309,6.27041e-05
4,32,27,0.00104332,5.05447e-05
4,32,28,0.000657558,7.72476e-05
4,32,29,0.000714779,4.57764e-05
4,32,30,0.000109434,6.53267e-05
4,32,31,0.000147343,0.000116825
4,32,32,0.000697613,7.51019e-05
4,32,33,0.000731468,8.46386e-05
4,32,34,0.000873327,0.000112295
4,32,35,0.000388384,7.96318e-05
4,32,36,0.000110149,0.00010252
4,32,37,0.00131345,8.91685e-05
4,32,38,0.00104237,8.46386e-05
4,32,39,0.000142097,9.32217e-05
4,32,40,0.00181699,0.000100136
4,32,41,0.000776768,6.55651e-05
4,32,42,0.000119209,8.03471e-05
4,32,43,0.00146198,4.8399e-05
4,32,44,0.000469208,7.31945e-05
4,32,45,0.00016284,6.53267e-05
4,32,46,0.00199986,5.24521e-05
4,32,47,0.00132465,8.08239e-05
4,32,48,0.000851393,7.1764e-05
4,32,49,0.0012536,5.53131e-05
4,32,50,0.000106096,9.94205e-05
4,32,51,0.000997066,6.65188e-05
4,32,52,0.00180793,7.53403e-05
4,32,53,0.000328541,6.50883e-05
4,32,54,0.000128746,7.86781e-05
4,32,55,8.05855e-05,6.03199e-05
4,32,56,0.000391483,8.24928e-05
4,32,57,0.00176644,7.86781e-05
4,32,58,0.000150204,0.000100136
4,32,59,0.000187874,7.00951e-05
4,32,60,0.000112534,8.51154e-05
4,32,61,0.00110984,5.22137e-05
4,32,62,0.000130177,0.000100136
4,32,63,0.000379086,6.96182e-05
4,32,64,0.00117159,8.10623e-05
4,32,65,0.000775337,5.93662e-05
4,32,66,0.00140834,6.12736e-05
4,32,67,9.799e-05,7.41482e-05
4,32,68,0.000232935,6.12736e-05
4,32,69,0.000891209,8.05855e-05
4,32,70,0.000107527,5.22137e-05
4,32,71,0.000876188,7.84397e-05
4,32,72,0.000760317,5.55515e-05
4,32,73,0.000109911,0.000100136
4,32,74,0.00129795,5.72205e-05
4,32,75,0.00188541,7.89165e-05
4,32,76,0.000162125,8.55923e-05
4,32,77,0.000228405,7.36713e-05
4,32,78,0.000117779,7.84397e-05
4,32,79,0.000535727,7.65324e-05
4,32,80,0.000440598,6.00815e-05
4,32,81,0.000152826,6.77109e-05
4,32,82,0.000214338,0.000101805
4,32,83,0.000868082,5.96046e-05
4,32,84,0.000653267,7.43866e-05
4,32,85,0.0010252,7.27177e-05
4,32,86,9.87053e-05,7.67708e-05
4,32,87,0.000767708,7.08103e-05
4,32,88,0.00013423,8.60691e-05
4,32,89,0.000260115,7.9155e-05
4,32,90,0.000193834,5.53131e-05
4,32,91,0.000938177,0.000104904
4,32,92,0.000256538,9.29832e-05
4,32,93,0.00176311,0.000107527
4,32,94,0.000125885,6.69956e-05
4,32,95,0.00150609,7.10487e-05
4,32,96,8.63075e-05,7.27177e-05
4,32,97,0.0001688,0.000101089
4,32,98,0.000326395,6.10352e-05
4,32,99,0.000115395,8.01086e-05
4,32,100,0.00179815,4.93526e-05
8,32,1,0.00114751,5.67436e-05
8,32,2,0.000333548,6.34193e-05
8,32,3,0.000128031,9.84669e-05
8,32,4,0.00220275,5.17368e-05
8,32,5,0.00153065,5.93662e-05
8,32,6,0.000174046,8.60691e-05
8,32,7,0.00212765,3.95775e-05
8,32,8,0.000144005,8.63075e-05
8,32,9,0.000281572,4.33922e-05
8,32,10,0.00107336,6.77109e-05
8,32,11,0.000202894,6.36578e-05
8,32,12,0.000387907,5.38826e-05
8,32,13,0.00104809,4.93526e-05
8,32,14,0.00173283,5.55515e-05
8,32,15,0.00170612,5.14984e-05
8,32,16,0.000793695,5.10216e-05
8,32,17,0.000190258,7.31945e-05
8,32,18,0.000119209,8.70228e-05
8,32,19,0.00135756,8.82149e-05
8,32,20,0.000213385,8.82149e-05
8,32,21,0.000351667,7.39098e-05
8,32,22,0.000705242,5.34058e-05
8,32,23,0.0021894,5.29289e-05
8,32,24,0.000269175,7.34329e-05
8,32,25,0.00046277,5.91278e-05
8,32,26,0.000761747,4.50611e-05
8,32,27,0.00225329,4.31538e-05
8,32,28,0.00141549,5.31673e-05
8,32,29,0.000887871,4.24385e-05
8,32,30,0.00179505,8.13007e-05
8,32,31,0.00023365,8.17776e-05
8,32,32,0.000157118,6.03199e-05
8,32,33,0.0023942,6.05583e-05
8,32,34,0.000185966,8.84533e-05
8,32,35,0.000125408,6.69956e-05
8,32,36,0.00202465,5.17368e-05
8,32,37,0.0018332,4.12464e-05
8,32,38,0.000449181,5.50747e-05
8,32,39,0.00188422,8.15392e-05
8,32,40,0.000566244,4.86374e-05
8,32,41,0.000171661,6.67572e-05
8,32,42,0.000152588,7.24792e-05
8,32,43,0.00125837,6.31809e-05
8,32,44,0.000855923,6.27041e-05
8,32,45,0.000646591,6.81877e-05
8,32,46,0.00019455,8.86917e-05
8,32,47,0.00127792,5.98431e-05
8,32,48,0.00010705,8.79765e-05
8,32,49,0.00162768,5.29289e-05
8,32,50,0.000591755,6.74725e-05
8,32,51,0.00107217,5.96046e-05
8,32,52,0.00116515,5.60284e-05
8,32,53,0.00167394,4.69685e-05
8,32,54,0.000683546,4.74453e-05
8,32,55,0.00104928,5.26905e-05
8,32,56,0.000458241,6.1512e-05
8,32,57,0.00185084,7.31945e-05
8,32,58,0.00103688,5.55515e-05
8,32,59,0.00143361,5.31673e-05
8,32,60,0.000122786,8.65459e-05
8,32,61,0.000126123,5.53131e-05
8,32,62,0.00135565,8.82149e-05
8,32,63,0.000244856,8.79765e-05
8,32,64,0.000173092,8.60691e-05
8,32,65,0.000765085,7.36713e-05
8,32,66,0.000118494,5.24521e-05
8,32,67,0.00125074,5.53131e-05
8,32,68,0.00130963,8.72612e-05
8,32,69,0.002249,5.00679e-05
8,32,70,0.00129914,5.24521e-05
8,32,71,0.00195312,5.93662e-05
8,32,72,0.00015378,8.60691e-05
8,32,73,0.00122166,5.81741e-05
8,32,74,0.00130534,5.62668e-05
8,32,75,0.000190735,5.38826e-05
8,32,76,0.000303507,5.62668e-05
8,32,77,9.65595e-05,7.96318e-05
8,32,78,0.00152063,6.86646e-05
8,32,79,0.0014739,3.95775e-05
8,32,80,0.00256371,4.48227e-05
8,32,81,0.000752926,4.98295e-05
8,32,82,9.58443e-05,5.53131e-05
8,32,83,0.000145674,8.65459e-05
8,32,84,0.00233793,5.55515e-05
8,32,85,0.00109076,6.60419e-05
8,32,86,0.000438452,5.22137e-05
8,32,87,0.0013032,5.48363e-05
8,32,88,0.000998974,4.57764e-05
8,32,89,0.00241089,4.57764e-05
8,32,90,0.00047636,6.36578e-05
8,32,91,0.000792265,5.53131e-05
8,32,92,0.000168324,8.63075e-05
8,32,93,0.000892401,6.27041e-05
8,32,94,0.00170326,8.72612e-05
8,32,95,0.000849724,6.60419e-05
8,32,96,0.000167608,8.67844e-05
8,32,97,0.00155115,4.29153e-05
8,32,98,0.000850201,4.43459e-05
8,32,99,0.000172138,7.39098e-05
8,32,100,0.00123215,6.00815e-05
16,32,1,0.000253916,8.41618e-05
16,32,2,0.000262976,6.93798e-05
16,32,3,0.000361681,6.31809e-05
16,32,4,0.000610113,7.48634e-05
16,32,5,0.000104189,6.19888e-05
16,32,6,0.000308514,7.60555e-05
16,32,7,0.000200748,7.27177e-05
16,32,8,0.000184298,9.08375e-05
16,32,9,0.00129914,6.55651e-05
16,32,10,0.00152135,7.53403e-05
16,32,11,0.000738859,5.6982e-05
16,32,12,0.00209832,8.51154e-05
16,32,13,0.000430346,7.65324e-05
16,32,14,0.000552893,9.98974e-05
16,32,15,0.000205994,6.81877e-05
16,32,16,0.000885725,5.96046e-05
16,32,17,0.0006423,7.34329e-05
16,32,18,0.000210285,6.50883e-05
16,32,19,0.00130939,5.79357e-05
16,32,20,0.00172615,8.63075e-05
16,32,21,0.00255775,9.17912e-05
16,32,22,0.000257015,8.60691e-05
16,32,23,0.000946283,5.91278e-05
16,32,24,0.000196457,8.27312e-05
16,32,25,0.00159121,7.48634e-05
16,32,26,0.000952959,6.34193e-05
16,32,27,0.000268221,8.44002e-05
16,32,28,0.000179768,5.05447e-05
16,32,29,0.0002141,4.98295e-05
16,32,30,0.00185847,7.36713e-05
16,32,31,0.00230598,6.77109e-05
16,32,32,0.000362873,7.67708e-05
16,32,33,0.00155854,5.31673e-05
16,32,34,0.000674725,7.00951e-05
16,32,35,0.000228882,4.17233e-05
16,32,36,0.000209332,9.05991e-05
16,32,37,0.000263691,9.82285e-05
16,32,38,0.00148344,5.17368e-05
16,32,39,0.00026083,5.03063e-05
16,32,40,0.000258923,7.51019e-05
16,32,41,0.000211954,5.45979e-05
16,32,42,0.000417709,7.20024e-05
16,32,43,0.00174928,4.8399e-05
16,32,44,0.000217676,5.07832e-05
16,32,45,0.00227737,6.77109e-05
16,32,46,0.00156355,6.4373e-05
16,32,47,0.000148296,0.000103474
16,32,48,0.00125098,5.81741e-05
16,32,49,0.000178099,8.98838e-05
16,32,50,0.000209808,8.05855e-05
16,32,51,0.00156927,8.67844e-05
16,32,52,0.00104523,6.24657e-05
16,32,53,0.0014081,6.10352e-05
16,32,54,0.00123572,8.70228e-05
16,32,55,0.0018332,5.60284e-05
16,32,56,0.000350475,8.32081e-05
16,32,57,0.000136375,7.48634e-05
16,32,58,0.00164056,8.32081e-05
16,32,59,0.000483513,4.72069e-05
16,32,60,0.000221968,9.01222e-05
16,32,61,0.000155687,8.24928e-05
16,32,62,0.000157595,9.25064e-05
16,32,63,0.000225544,8.29697e-05
16,32,64,0.000156879,9.13143e-05
16,32,65,0.00116229,6.03199e-05
16,32,66,0.000241995,8.32081e-05
16,32,67,0.00203562,9.01222e-05
16,32,68,0.000232697,9.44138e-05
16,32,69,0.00181532,6.27041e-05
16,32,70,0.00169396,5.88894e-05
16,32,71,0.00018239,0.000101089
16,32,72,0.00022006,8.2016e-05
16,32,73,0.00024271,5.60284e-05
16,32,74,0.000155449,4.36306e-05
16,32,75,0.000321388,7.7486e-05
16,32,76,0.000460625,6.1512e-05
16,32,77,0.00061965,4.17233e-05
16,32,78,0.000494719,5.31673e-05
16,32,79,0.00140929,8.24928e-05
16,32,80,0.0014317,5.55515e-05
16,32,81,0.000799656,9.13143e-05
16,32,82,0.00112987,6.74725e-05
16,32,83,0.000125408,6.10352e-05
16,32,84,0.000843763,4.1008e-05
16,32,85,0.00155544,9.34601e-05
16,32,86,9.70364e-05,6.07967e-05
16,32,87,0.000266552,8.24928e-05
16,32,88,0.000525475,7.58171e-05
16,32,89,0.0024569,7.29561e-05
16,32,90,0.000380278,9.32217e-05
16,32,91,0.00157285,9.13143e-05
16,32,92,0.00128126,7.29561e-05
16,32,93,0.000164509,8.55923e-05
16,32,94,0.000391483,8.17776e-05
16,32,95,0.00202322,7.43866e-05
16,32,96,0.000226498,7.4625e-05
16,32,97,0.00104308,8.36849e-05
16,32,98,0.00103092,5.62668e-05
16,32,99,0.000106573,5.6982e-05
16,32,100,0.000323296,8.36849e-05
32,32,1,0.000148773,0.000149727
32,32,2,0.00048542,0.00013113
32,32,3,0.000175714,0.000131369
32,32,4,0.00188613,0.000106335
32,32,5,0.000751972,0.000108719
32,32,6,0.000880957,0.000127316
32,32,7,0.000131845,0.000146151
32,32,8,0.00159121,0.000145197
32,32,9,0.00159144,6.36578e-05
32,32,10,0.00166631,0.000102997
32,32,11,0.000197887,9.36985e-05
32,32,12,0.000490665,0.00011611
32,32,13,0.000293016,8.72612e-05
32,32,14,0.00180769,0.000120401
32,32,15,0.000553131,0.000128269
32,32,16,0.000170231,0.000128746
32,32,17,0.00211263,0.000124931
32,32,18,0.000374556,8.79765e-05
32,32,19,0.000175714,8.7738e-05
32,32,20,0.0001688,6.07967e-05
32,32,21,0.00248289,0.00138903
32,32,22,0.00146842,0.000161886
32,32,23,0.000117779,0.000136137
32,32,24,0.00187683,0.000106573
32,32,25,0.000603914,0.00010848
32,32,26,0.00246215,0.000106812
32,32,27,0.00103092,0.000116587
32,32,28,0.000513792,0.000121117
32,32,29,0.00132418,9.39369e-05
32,32,30,0.000152349,9.72748e-05
32,32,31,0.00193286,0.000124216
32,32,32,0.000194788,8.53539e-05
32,32,33,0.00170898,0.000109911
32,32,34,0.00201344,0.000127554
32,32,35,0.000210047,9.2268e-05
32,32,36,0.000962973,8.60691e-05
32,32,37,0.00104952,0.00011611
32,32,38,0.00142407,7.77245e-05
32,32,39,0.000284195,7.24792e-05
32,32,40,0.000981569,0.000124693
32,32,41,0.0014441,5.57899e-05
32,32,42,0.00161815,9.41753e-05
32,32,43,0.00018549,0.000102997
32,32,44,0.00244761,0.000117779
32,32,45,0.00138974,0.000111341
32,32,46,0.00015831,0.000101089
32,32,47,0.000705004,0.000141144
32,32,48,0.00128984,0.00011158
32,32,49,0.00237608,0.000118256
32,32,50,0.00216699,7.60555e-05
32,32,51,0.00135493,0.000109434
32,32,52,0.00127983,0.000102758
32,32,53,0.000571966,0.000137091
32,32,54,0.000220299,9.05991e-05
32,32,55,0.000959158,0.000158072
32,32,56,0.0015614,7.53403e-05
32,32,57,0.00172353,0.000156641
32,32,58,0.000466585,9.27448e-05
32,32,59,0.000802994,0.000106812
32,32,60,0.000876665,7.53403e-05
32,32,61,0.00104094,0.000103951
32,32,62,0.000684261,0.00010252
32,32,63,0.000490904,0.000152826
32,32,64,0.000184298,9.39369e-05
32,32,65,0.000218868,0.000118971
32,32,66,0.00196981,8.63075e-05
32,32,67,0.00247788,0.000178337
32,32,68,0.00183964,0.000128508
32,32,69,0.000211,0.000125885
32,32,70,0.000203848,9.94205e-05
32,32,71,0.00022912,0.000116348
32,32,72,0.0019877,0.000108719
32,32,73,0.00119114,0.000121832
32,32,74,0.000627041,9.72748e-05
32,32,75,0.00156784,0.000118017
32,32,76,0.00018549,0.000107765
32,32,77,0.000315428,0.000115156
32,32,78,0.000508785,8.08239e-05
32,32,79,0.00209522,0.000106573
32,32,80,0.00158191,9.58443e-05
32,32,81,0.000850677,0.000133514
32,32,82,0.000279188,0.00016737
32,32,83,0.00117183,0.000137329
32,32,84,0.000700474,9.2268e-05
32,32,85,0.000378132,0.000223875
32,32,86,0.000849009,9.77516e-05
32,32,87,0.00185466,9.15527e-05
32,32,88,0.00157261,8.53539e-05
32,32,89,0.0010097,0.000130177
32,32,90,0.00139332,0.000114441
32,32,91,0.00203586,0.000103712
32,32,92,0.000460386,0.000102997
32,32,93,0.000117779,0.000144005
32,32,94,0.000195742,0.000118494
32,32,95,0.000200272,0.000103951
32,32,96,0.00207925,0.000124931
32,32,97,0.00189781,0.00022459
32,32,98,0.00031662,0.000163794
32,32,99,0.00021553,0.000270367
32,32,100,0.000577211,5.74589e-05
1,64,1,5.74589e-05,0.000299692
1,64,2,6.19888e-05,0.000346661
1,64,3,5.26905e-05,0.000296593
1,64,4,5.84126e-05,0.00030756
1,64,5,5.79357e-05,0.000308514
1,64,6,6.24657e-05,0.000328302
1,64,7,6.17504e-05,0.000259638
1,64,8,5.84126e-05,0.000316381
1,64,9,5.50747e-05,0.000290394
1,64,10,5.84126e-05,0.000311613
1,64,11,5.8651e-05,0.000315428
1,64,12,6.17504e-05,0.000346899
1,64,13,5.8651e-05,0.000328779
1,64,14,5.81741e-05,0.000315666
1,64,15,6.65188e-05,0.000352144
1,64,16,5.8651e-05,0.000314713
1,64,17,5.84126e-05,0.000323772
1,64,18,4.93526e-05,0.000274658
1,64,19,6.65188e-05,0.000352144
1,64,20,5.00679e-05,0.000261545
1,64,21,5.53131e-05,0.000309467
1,64,22,5.26905e-05,0.000275373
1,64,23,5.22137e-05,0.000278473
1,64,24,6.12736e-05,0.000343323
1,64,25,6.60419e-05,0.000352859
1,64,26,6.22272e-05,0.00022769
1,64,27,5.50747e-05,0.000289917
1,64,28,6.27041e-05,0.000326633
1,64,29,5.53131e-05,0.000295639
1,64,30,5.84126e-05,0.000312805
1,64,31,5.50747e-05,0.000292063
1,64,32,6.24657e-05,0.000328064
1,64,33,5.48363e-05,0.000298738
1,64,34,5.55515e-05,0.000300407
1,64,35,4.74453e-05,0.000253201
1,64,36,5.81741e-05,0.000309467
1,64,37,6.19888e-05,0.000329733
1,64,38,4.98295e-05,0.000263453
1,64,39,5.88894e-05,0.000309467
1,64,40,5.00679e-05,0.000262737
1,64,41,6.24657e-05,0.000347614
1,64,42,4.98295e-05,0.000260115
1,64,43,5.88894e-05,0.000311613
1,64,44,6.24657e-05,0.000330448
1,64,45,5.79357e-05,0.00031352
1,64,46,5.84126e-05,0.000309706
1,64,47,5.55515e-05,0.00028944
1,64,48,5.55515e-05,0.000291586
1,64,49,6.62804e-05,0.000349522
1,64,50,6.24657e-05,0.00032711
1,64,51,5.79357e-05,0.000311136
1,64,52,5.84126e-05,0.000317574
1,64,53,5.8651e-05,0.000317097
1,64,54,6.1512e-05,0.000339985
1,64,55,5.22137e-05,0.000282764
1,64,56,5.53131e-05,0.000293732
1,64,57,7.24792e-05,0.000387907
1,64,58,6.05583e-05,0.000326872
1,64,59,5.76973e-05,0.000296593
1,64,60,6.62804e-05,0.00036025
1,64,61,5.29289e-05,0.000274658
1,64,62,5.84126e-05,0.000313282
1,64,63,5.03063e-05,0.000264645
1,64,64,5.84126e-05,0.000311136
1,64,65,5.8651e-05,0.000310183
1,64,66,5.48363e-05,0.000298262
1,64,67,5.53131e-05,0.000290394
1,64,68,6.7234e-05,0.000332117
1,64,69,6.67572e-05,0.000355244
1,64,70,6.00815e-05,0.000312328
1,64,71,6.41346e-05,0.000328541
1,64,72,5.88894e-05,0.000310659
1,64,73,6.17504e-05,0.000335693
1,64,74,5.8651e-05,0.000316858
1,64,75,6.60419e-05,0.000312805
1,64,76,5.8651e-05,0.000313282
1,64,77,7.10487e-05,0.000352144
1,64,78,5.53131e-05,0.000299692
1,64,79,5.8651e-05,0.000309706
1,64,80,6.19888e-05,0.000335455
1,64,81,5.50747e-05,0.000290871
1,64,82,6.19888e-05,0.000330448
1,64,83,5.24521e-05,0.000275135
1,64,84,5.81741e-05,0.000315428
1,64,85,4.76837e-05,0.000247955
1,64,86,5.84126e-05,0.00030756
1,64,87,6.22272e-05,0.000333786
1,64,88,5.03063e-05,0.000261545
1,64,89,6.31809e-05,0.000336885
1,64,90,5.84126e-05,0.000316858
1,64,91,5.8651e-05,0.000308275
1,64,92,5.8651e-05,0.000309467
1,64,93,6.60419e-05,0.000351906
1,64,94,5.55515e-05,0.00028944
1,64,95,6.62804e-05,0.00036335
1,64,96,5.84126e-05,0.00031352
1,64,97,5.8651e-05,0.000309706
1,64,98,6.27041e-05,0.000311375
1,64,99,5.84126e-05,0.000309944
1,64,100,6.34193e-05,0.000311375
2,64,1,0.000132799,0.000306129
2,64,2,0.00102949,0.000186443
2,64,3,0.000339508,0.000259161
2,64,4,0.000106812,0.000184298
2,64,5,9.56059e-05,0.000212669
2,64,6,0.000114202,0.000223637
2,64,7,0.000118732,0.000262022
2,64,8,0.000134945,0.000184059
2,64,9,0.000984669,0.000184059
2,64,10,0.000584364,0.000161648
2,64,11,9.58443e-05,0.000229597
2,64,12,0.000109434,0.000232458
2,64,13,0.000135899,0.000308037
2,64,14,0.000552177,0.000217199
2,64,15,0.000107765,0.000267982
2,64,16,9.46522e-05,0.000215292
2,64,17,0.00010705,0.000217438
2,64,18,0.000962973,0.00022769
2,64,19,7.70092e-05,0.000170946
2,64,20,0.000366688,0.000166416
2,64,21,0.00109267,0.000312567
2,64,22,0.00015378,0.000297308
2,64,23,0.000341415,0.000216722
2,64,24,0.000122309,0.000236511
2,64,25,0.000475883,0.000212669
2,64,26,0.000753164,0.000244379
2,64,27,0.000929117,0.000293016
2,64,28,0.000119209,0.000282288
2,64,29,0.00014782,0.000244856
2,64,30,9.34601e-05,0.000216246
2,64,31,0.000150919,0.000299454
2,64,32,0.000480413,0.000225306
2,64,33,0.00067997,0.000226736
2,64,34,0.000276804,0.00023675
2,64,35,0.000116587,0.000278234
2,64,36,0.000116825,0.000216484
2,64,37,9.39369e-05,0.000215769
2,64,38,0.000246525,0.00026536
2,64,39,9.75132e-05,0.000226259
2,64,40,0.000552177,0.000192404
2,64,41,0.000118256,0.000243425
2,64,42,0.000113487,0.000259638
2,64,43,0.000700951,0.000217915
2,64,44,0.000149012,0.000362158
2,64,45,0.00010848,0.000228643
2,64,46,0.000123262,0.000232697
2,64,47,0.000556231,0.000204802
2,64,48,9.03606e-05,0.000208378
2,64,49,0.00010848,0.000150442
2,64,50,0.000108957,0.000258684
2,64,51,0.000138521,0.000211716
2,64,52,0.000367165,0.000180006
2,64,53,9.15527e-05,0.000210524
2,64,54,0.000110388,0.000240088
2,64,55,0.000110388,0.000271559
2,64,56,0.000258446,0.000212908
2,64,57,0.000823259,0.000218153
2,64,58,0.000561714,0.000222683
2,64,59,0.000135183,0.000164509
2,64,60,0.000159025,0.000362873
2,64,61,0.000114918,0.00024271
2,64,62,0.000100374,0.000181675
2,64,63,0.000120163,0.000186443
2,64,64,0.000108004,0.000256538
2,64,65,0.000125408,0.000279427
2,64,66,0.00149202,0.000136852
2,64,67,0.00011611,0.000292778
2,64,68,0.00010848,0.000262022
2,64,69,0.000109196,0.000264406
2,64,70,0.000111818,0.000228882
2,64,71,0.00100327,0.000148535
2,64,72,0.000533819,0.000168324
2,64,73,0.000104189,0.000219822
2,64,74,0.00164104,0.000136375
2,64,75,0.000216961,0.000270128
2,64,76,0.000119209,0.00021553
2,64,77,0.000329494,0.000219107
2,64,78,0.000123024,0.000173807
2,64,79,0.00145078,0.000221014
2,64,80,0.00012207,0.00026083
2,64,81,0.000111341,0.000202179
2,64,82,0.000106335,0.000239372
2,64,83,0.000475645,0.000229359
2,64,84,9.48906e-05,0.000216484
2,64,85,0.000951529,0.000285387
2,64,86,0.000102043,0.000219345
2,64,87,0.000122547,0.000206709
2,64,88,0.00127387,0.000143051
2,64,89,0.000125408,0.000301361
2,64,90,0.000168085,0.00022006
2,64,91,0.000446558,0.000211716
2,64,92,0.000513792,0.000209808
2,64,93,0.000117064,0.000285625
2,64,94,0.000127316,0.000190973
2,64,95,0.00014782,0.000186205
2,64,96,0.000120878,0.000219107
2,64,97,0.000132322,0.00027895
2,64,98,0.000116825,0.000215769
2,64,99,0.00029707,0.000258446
2,64,100,0.000857592,0.000245094
4,64,1,0.0012939,0.000206709
4,64,2,0.000649929,0.000287294
4,64,3,0.00135827,0.00018692
4,64,4,0.0013268,0.000197411
4,64,5,0.00193453,0.000285864
4,64,6,0.00126433,0.00020504
4,64,7,0.00221825,0.000276804
4,64,8,0.000850201,0.000265121
4,64,9,0.000952721,0.00018239
4,64,10,0.00129819,0.00015974
4,64,11,0.000138283,0.000287771
4,64,12,8.86917e-05,0.000196218
4,64,13,0.0015409,0.000246048
4,64,14,0.00010705,0.000170231
4,64,15,0.000146151,0.000178099
4,64,16,0.000195742,0.000273228
4,64,17,0.00099206,0.000179529
4,64,18,0.000144005,0.000256538
4,64,19,0.00013876,0.000204802
4,64,20,0.00230336,0.000178099
4,64,21,0.000346661,0.000235319
4,64,22,0.00084424,0.000280857
4,64,23,0.000775814,0.000187635
4,64,24,0.00210118,0.000192881
4,64,25,0.000141144,0.000179768
4,64,26,0.000710964,0.000186682
4,64,27,0.000277758,0.000217915
4,64,28,0.00118279,0.000194073
4,64,29,8.58307e-05,0.000175953
4,64,30,0.000125408,0.000151873
4,64,31,0.00164771,0.000171423
4,64,32,0.000115395,0.000176668
4,64,33,0.000139713,0.000237942
4,64,34,0.00018096,0.000235319
4,64,35,0.00103664,0.000272512
4,64,36,0.00102282,0.000187635
4,64,37,0.000106096,0.000234365
4,64,38,0.00126219,0.000196218
4,64,39,9.29832e-05,0.000200033
4,64,40,0.00098896,0.000276566
4,64,41,0.000544786,0.000290871
4,64,42,0.000155687,0.000285625
4,64,43,0.00101209,0.000210285
4,64,44,0.00011158,0.000209093
4,64,45,0.00213671,0.000296116
4,64,46,0.000415802,0.000187635
4,64,47,0.000529766,0.000254631
4,64,48,0.0022099,0.00020051
4,64,49,0.000706196,0.000197411
4,64,50,0.000131845,0.00028801
4,64,51,0.000661373,0.000276566
4,64,52,0.000118256,0.000262022
4,64,53,0.000106096,0.000146151
4,64,54,0.00203419,0.000262022
4,64,55,0.00039196,0.00018692
4,64,56,0.000126839,0.00020051
4,64,57,0.000164032,0.00024271
4,64,58,0.00165677,0.0002563
4,64,59,0.000138283,0.000179529
4,64,60,0.000128508,0.00028801
4,64,61,0.000407696,0.00018239
4,64,62,0.00015831,0.000187874
4,64,63,0.000509501,0.000191927
4,64,64,0.00179076,0.000196934
4,64,65,0.000180244,0.000224113
4,64,66,0.000143528,0.000177383
4,64,67,0.000118971,0.000184298
4,64,68,0.000746489,0.000211954
4,64,69,0.000981569,0.000179052
4,64,70,0.000151873,0.000300646
4,64,71,0.000203848,0.000272751
4,64,72,0.00178051,0.000270844
4,64,73,0.000114441,0.000246763
4,64,74,0.00062561,0.000214577
4,64,75,0.00109982,0.000297546
4,64,76,0.00012517,0.000169516
4,64,77,0.000128984,0.000285149
4,64,78,0.0008986,0.000206947
4,64,79,0.000677347,0.000277281
4,64,80,0.000147343,0.000199556
4,64,81,0.000173807,0.000225067
4,64,82,0.00151968,0.00019455
4,64,83,0.000192404,0.000212431
4,64,84,0.0013864,0.000197411
4,64,85,0.000162363,0.000243902
4,64,86,0.000137806,0.000216007
4,64,87,0.000130415,0.000218153
4,64,88,0.00186324,0.000258446
4,64,89,0.000144958,0.000287771
4,64,90,0.000492811,0.000192404
4,64,91,0.000224352,0.000236273
4,64,92,0.00146508,0.000202656
4,64,93,0.00176024,0.000277519
4,64,94,0.00134778,0.00019908
4,64,95,0.000174999,0.000273466
4,64,96,0.000902176,0.000303984
4,64,97,0.000103474,0.000212908
4,64,98,0.000136614,0.000206947
4,64,99,0.000194311,0.000216246
4,64,100,0.000124454,0.000164032
